player_name,team,stat_type,line,platform,game_date,retrieved_at,line_category,standard_line
Brandon Miller,CHA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,1.0
Davion Mitchell,MIA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,0.5
Kon Knueppel,CHA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,1.0
LaMelo Ball,CHA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,0.5
Miles Bridges,CHA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,0.5
Norman Powell,MIA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,0.5
Tyler Herro,MIA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,0.5
Andrew Wiggins,MIA,offensive_rebounds,0.5,PrizePicks,2026-04-14,,,1.0
Kel'el Ware,MIA,assists,0.5,PrizePicks,2026-04-14,,,1.5
Kel'el Ware,MIA,ftm,0.5,PrizePicks,2026-04-14,,,0.5
Norman Powell,MIA,blocks_steals,0.5,PrizePicks,2026-04-14,,,0.5
Pelle Larsson,MIA,turnovers,0.5,PrizePicks,2026-04-14,,,0.5
Deni Avdija,POR,points_rebounds_assists,49.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,points_rebounds_assists,49.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,fantasy_score_pp,48.5,PrizePicks,2026-04-14,,,42.5
Deni Avdija,POR,fantasy_score_pp,48.5,PrizePicks,2026-04-14,,,42.5
Devin Booker,PHX,points_assists,44.5,PrizePicks,2026-04-14,,,33.5
Deni Avdija,POR,points_rebounds_assists,44.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,points_rebounds_assists,44.5,PrizePicks,2026-04-14,,,37.5
Deni Avdija,POR,points_rebounds,44.5,PrizePicks,2026-04-14,,,33.0
Devin Booker,PHX,fantasy_score_pp,42.5,PrizePicks,2026-04-14,,,42.5
Deni Avdija,POR,fantasy_score_pp,42.5,PrizePicks,2026-04-14,,,42.5
Donovan Clingan,POR,fantasy_score_pp,42.5,PrizePicks,2026-04-14,,,36.0
Deni Avdija,POR,points_rebounds_assists,41.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,points_assists,39.5,PrizePicks,2026-04-14,,,33.5
Deni Avdija,POR,points_assists,39.5,PrizePicks,2026-04-14,,,32.25
Devin Booker,PHX,points_rebounds,39.5,PrizePicks,2026-04-14,,,31.5
Devin Booker,PHX,points_rebounds_assists,39.5,PrizePicks,2026-04-14,,,37.5
Jrue Holiday,POR,points_rebounds_assists,39.5,PrizePicks,2026-04-14,,,27.5
Deni Avdija,POR,points_rebounds,39.5,PrizePicks,2026-04-14,,,33.0
Jalen Green,PHX,fantasy_score_pp,38.0,PrizePicks,2026-04-14,,,32.0
Jrue Holiday,POR,fantasy_score_pp,38.0,PrizePicks,2026-04-14,,,33.0
Devin Booker,PHX,points_rebounds_assists,37.5,PrizePicks,2026-04-14,,,37.5
Deni Avdija,POR,points_rebounds_assists,37.5,PrizePicks,2026-04-14,,,37.5
Deni Avdija,POR,points_rebounds_assists,36.5,PrizePicks,2026-04-14,,,37.5
Donovan Clingan,POR,fantasy_score_pp,36.0,PrizePicks,2026-04-14,,,36.0
Deni Avdija,POR,points_rebounds_assists,35.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,points_rebounds_assists,35.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,fantasy_score_pp,35.5,PrizePicks,2026-04-14,,,42.5
Deni Avdija,POR,fantasy_score_pp,35.5,PrizePicks,2026-04-14,,,42.5
Deni Avdija,POR,points_assists,35.5,PrizePicks,2026-04-14,,,32.25
Devin Booker,PHX,points_rebounds,35.5,PrizePicks,2026-04-14,,,31.5
Deni Avdija,POR,points,34.5,PrizePicks,2026-04-14,,,24.5
Deni Avdija,POR,points_assists,34.5,PrizePicks,2026-04-14,,,32.25
Deni Avdija,POR,points_rebounds_assists,34.5,PrizePicks,2026-04-14,,,37.5
Devin Booker,PHX,points,34.5,PrizePicks,2026-04-14,,,27.0
Devin Booker,PHX,points_rebounds,34.5,PrizePicks,2026-04-14,,,31.5
Devin Booker,PHX,points_rebounds_assists,34.5,PrizePicks,2026-04-14,,,37.5
Dillon Brooks,PHX,points_rebounds_assists,34.5,PrizePicks,2026-04-14,,,26.5
Donovan Clingan,POR,points_rebounds,34.5,PrizePicks,2026-04-14,,,29.5
Jalen Green,PHX,points_rebounds_assists,34.5,PrizePicks,2026-04-14,,,26.0
Jrue Holiday,POR,points_rebounds_assists,34.5,PrizePicks,2026-04-14,,,27.5
Deni Avdija,POR,points_rebounds,34.5,PrizePicks,2026-04-14,,,33.0
Mark Williams,PHX,fantasy_score_pp,34.5,PrizePicks,2026-04-14,,,29.5
Devin Booker,PHX,points_assists,33.5,PrizePicks,2026-04-14,,,33.5
Dillon Brooks,PHX,fantasy_score_pp,33.5,PrizePicks,2026-04-14,,,27.0
Jrue Holiday,POR,fantasy_score_pp,33.0,PrizePicks,2026-04-14,,,33.0
Donovan Clingan,POR,points_rebounds_assists,32.5,PrizePicks,2026-04-14,,,29.5
Jalen Green,PHX,fantasy_score_pp,32.0,PrizePicks,2026-04-14,,,32.0
Deni Avdija,POR,points_rebounds,31.5,PrizePicks,2026-04-14,,,33.0
Devin Booker,PHX,points_rebounds,31.5,PrizePicks,2026-04-14,,,31.5
Toumani Camara,POR,fantasy_score_pp,31.5,PrizePicks,2026-04-14,,,26.5
Devin Booker,PHX,points,30.5,PrizePicks,2026-04-14,,,27.0
Donovan Clingan,POR,points_rebounds,30.5,PrizePicks,2026-04-14,,,29.5
Deni Avdija,POR,points_assists,30.0,PrizePicks,2026-04-14,,,32.25
Devin Booker,PHX,points_assists,29.5,PrizePicks,2026-04-14,,,33.5
Deni Avdija,POR,points,29.5,PrizePicks,2026-04-14,,,24.5
Devin Booker,PHX,points,29.5,PrizePicks,2026-04-14,,,27.0
Devin Booker,PHX,points_rebounds,29.5,PrizePicks,2026-04-14,,,31.5
Devin Booker,PHX,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,37.5
Dillon Brooks,PHX,points,29.5,PrizePicks,2026-04-14,,,19.5
Dillon Brooks,PHX,points_assists,29.5,PrizePicks,2026-04-14,,,21.5
Dillon Brooks,PHX,points_rebounds,29.5,PrizePicks,2026-04-14,,,22.5
Dillon Brooks,PHX,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,26.5
Donovan Clingan,POR,points_rebounds,29.5,PrizePicks,2026-04-14,,,29.5
Jalen Green,PHX,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,26.0
Jrue Holiday,POR,points_assists,29.5,PrizePicks,2026-04-14,,,22.75
Jrue Holiday,POR,points_rebounds,29.5,PrizePicks,2026-04-14,,,22.75
Jrue Holiday,POR,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,27.5
Mark Williams,PHX,points_rebounds,29.5,PrizePicks,2026-04-14,,,22.0
Mark Williams,PHX,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,24.5
Toumani Camara,POR,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,21.5
Donovan Clingan,POR,points_rebounds_assists,29.5,PrizePicks,2026-04-14,,,29.5
Jalen Green,PHX,points_assists,29.5,PrizePicks,2026-04-14,,,21.5
Deni Avdija,POR,points_rebounds,29.5,PrizePicks,2026-04-14,,,33.0
Jalen Green,PHX,points_rebounds,29.5,PrizePicks,2026-04-14,,,23.5
Mark Williams,PHX,fantasy_score_pp,29.5,PrizePicks,2026-04-14,,,29.5
Donovan Clingan,POR,fantasy_score_pp,29.5,PrizePicks,2026-04-14,,,36.0
Deni Avdija,POR,points,28.5,PrizePicks,2026-04-14,,,24.5
Devin Booker,PHX,points_rebounds,28.5,PrizePicks,2026-04-14,,,31.5
Deni Avdija,POR,points_assists,28.5,PrizePicks,2026-04-14,,,32.25
Devin Booker,PHX,points_assists,28.5,PrizePicks,2026-04-14,,,33.5
Jrue Holiday,POR,points_rebounds_assists,27.5,PrizePicks,2026-04-14,,,27.5
Jalen Green,PHX,points_rebounds_assists,27.5,PrizePicks,2026-04-14,,,26.0
Scoot Henderson,POR,fantasy_score_pp,27.5,PrizePicks,2026-04-14,,,21.5
Jalen Green,PHX,points_rebounds,27.5,PrizePicks,2026-04-14,,,23.5
Devin Booker,PHX,points,27.0,PrizePicks,2026-04-14,,,27.0
Dillon Brooks,PHX,fantasy_score_pp,27.0,PrizePicks,2026-04-14,,,27.0
Dillon Brooks,PHX,points_rebounds_assists,26.5,PrizePicks,2026-04-14,,,26.5
Toumani Camara,POR,fantasy_score_pp,26.5,PrizePicks,2026-04-14,,,26.5
Jalen Green,PHX,points_rebounds_assists,26.0,PrizePicks,2026-04-14,,,26.0
Jalen Green,PHX,fantasy_score_pp,26.0,PrizePicks,2026-04-14,,,32.0
Jordan Goodwin,PHX,fantasy_score_pp,26.0,PrizePicks,2026-04-14,,,21.5
Jrue Holiday,POR,fantasy_score_pp,26.0,PrizePicks,2026-04-14,,,33.0
Grayson Allen,PHX,fantasy_score_pp,26.0,PrizePicks,2026-04-14,,,20.5
Donovan Clingan,POR,points_rebounds_assists,25.5,PrizePicks,2026-04-14,,,29.5
Jrue Holiday,POR,points_rebounds_assists,25.5,PrizePicks,2026-04-14,,,27.5
Deni Avdija,POR,points_assists,24.5,PrizePicks,2026-04-14,,,32.25
Devin Booker,PHX,points,24.5,PrizePicks,2026-04-14,,,27.0
Devin Booker,PHX,points_rebounds,24.5,PrizePicks,2026-04-14,,,31.5
Dillon Brooks,PHX,points,24.5,PrizePicks,2026-04-14,,,19.5
Dillon Brooks,PHX,points_assists,24.5,PrizePicks,2026-04-14,,,21.5
Dillon Brooks,PHX,points_rebounds,24.5,PrizePicks,2026-04-14,,,22.5
Jalen Green,PHX,points,24.5,PrizePicks,2026-04-14,,,18.5
Jalen Green,PHX,points_rebounds_assists,24.5,PrizePicks,2026-04-14,,,26.0
Jrue Holiday,POR,points,24.5,PrizePicks,2026-04-14,,,16.5
Jrue Holiday,POR,points_assists,24.5,PrizePicks,2026-04-14,,,22.75
Jrue Holiday,POR,points_rebounds,24.5,PrizePicks,2026-04-14,,,22.75
Jrue Holiday,POR,points_rebounds_assists,24.5,PrizePicks,2026-04-14,,,27.5
Mark Williams,PHX,points_rebounds,24.5,PrizePicks,2026-04-14,,,22.0
Mark Williams,PHX,points_rebounds_assists,24.5,PrizePicks,2026-04-14,,,24.5
Scoot Henderson,POR,points_assists,24.5,PrizePicks,2026-04-14,,,16.25
Scoot Henderson,POR,points_rebounds,24.5,PrizePicks,2026-04-14,,,14.5
Scoot Henderson,POR,points_rebounds_assists,24.5,PrizePicks,2026-04-14,,,21.5
Toumani Camara,POR,points_assists,24.5,PrizePicks,2026-04-14,,,15.5
Toumani Camara,POR,points_rebounds,24.5,PrizePicks,2026-04-14,,,19.0
Toumani Camara,POR,points_rebounds_assists,24.5,PrizePicks,2026-04-14,,,21.5
Deni Avdija,POR,points,24.5,PrizePicks,2026-04-14,,,24.5
Jalen Green,PHX,points_assists,24.5,PrizePicks,2026-04-14,,,21.5
Donovan Clingan,POR,points_assists,24.5,PrizePicks,2026-04-14,,,16.5
Jalen Green,PHX,points_rebounds,24.5,PrizePicks,2026-04-14,,,23.5
Deni Avdija,POR,points_rebounds,24.5,PrizePicks,2026-04-14,,,33.0
Mark Williams,PHX,fantasy_score_pp,24.5,PrizePicks,2026-04-14,,,29.5
Donovan Clingan,POR,points_rebounds,23.5,PrizePicks,2026-04-14,,,29.5
Jalen Green,PHX,points_rebounds_assists,23.5,PrizePicks,2026-04-14,,,26.0
Scoot Henderson,POR,points_rebounds_assists,23.5,PrizePicks,2026-04-14,,,21.5
Jrue Holiday,POR,points_assists,23.5,PrizePicks,2026-04-14,,,22.75
Dillon Brooks,PHX,points_rebounds_assists,22.5,PrizePicks,2026-04-14,,,26.5
Jalen Green,PHX,points_rebounds,22.5,PrizePicks,2026-04-14,,,23.5
Devin Booker,PHX,points,22.5,PrizePicks,2026-04-14,,,27.0
Dillon Brooks,PHX,points,22.5,PrizePicks,2026-04-14,,,19.5
Toumani Camara,POR,points_rebounds_assists,22.5,PrizePicks,2026-04-14,,,21.5
Jalen Green,PHX,points_rebounds_assists,22.5,PrizePicks,2026-04-14,,,26.0
Dillon Brooks,PHX,fantasy_score_pp,22.5,PrizePicks,2026-04-14,,,27.0
Grayson Allen,PHX,points_rebounds_assists,22.5,PrizePicks,2026-04-14,,,16.5
Jrue Holiday,POR,points_rebounds_assists,22.5,PrizePicks,2026-04-14,,,27.5
Toumani Camara,POR,points_rebounds,22.5,PrizePicks,2026-04-14,,,19.0
Jrue Holiday,POR,points_assists,22.0,PrizePicks,2026-04-14,,,22.75
Jalen Green,PHX,points_assists,21.5,PrizePicks,2026-04-14,,,21.5
Mark Williams,PHX,points_rebounds_assists,21.5,PrizePicks,2026-04-14,,,24.5
Deni Avdija,POR,points,21.5,PrizePicks,2026-04-14,,,24.5
Jalen Green,PHX,points,21.5,PrizePicks,2026-04-14,,,18.5
Scoot Henderson,POR,points_rebounds_assists,21.5,PrizePicks,2026-04-14,,,21.5
Jordan Goodwin,PHX,fantasy_score_pp,21.5,PrizePicks,2026-04-14,,,21.5
Scoot Henderson,POR,fantasy_score_pp,21.5,PrizePicks,2026-04-14,,,21.5
Jrue Holiday,POR,points_rebounds,21.0,PrizePicks,2026-04-14,,,22.75
Deni Avdija,POR,points,20.5,PrizePicks,2026-04-14,,,24.5
Dillon Brooks,PHX,points_rebounds,20.5,PrizePicks,2026-04-14,,,22.5
Jalen Green,PHX,points_rebounds,20.5,PrizePicks,2026-04-14,,,23.5
Toumani Camara,POR,points_rebounds_assists,20.5,PrizePicks,2026-04-14,,,21.5
Toumani Camara,POR,fantasy_score_pp,20.5,PrizePicks,2026-04-14,,,26.5
Grayson Allen,PHX,points_rebounds_assists,20.5,PrizePicks,2026-04-14,,,16.5
Grayson Allen,PHX,fantasy_score_pp,20.5,PrizePicks,2026-04-14,,,20.5
Deni Avdija,POR,points,19.5,PrizePicks,2026-04-14,,,24.5
Devin Booker,PHX,points,19.5,PrizePicks,2026-04-14,,,27.0
Dillon Brooks,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,22.5
Dillon Brooks,PHX,points_rebounds_assists,19.5,PrizePicks,2026-04-14,,,26.5
Donovan Clingan,POR,points,19.5,PrizePicks,2026-04-14,,,13.25
Donovan Clingan,POR,points_rebounds,19.5,PrizePicks,2026-04-14,,,29.5
Donovan Clingan,POR,rebounds_assists,19.5,PrizePicks,2026-04-14,,,13.5
Jalen Green,PHX,points,19.5,PrizePicks,2026-04-14,,,18.5
Jrue Holiday,POR,points,19.5,PrizePicks,2026-04-14,,,16.5
Jrue Holiday,POR,points_assists,19.5,PrizePicks,2026-04-14,,,22.75
Mark Williams,PHX,points,19.5,PrizePicks,2026-04-14,,,10.5
Mark Williams,PHX,points_assists,19.5,PrizePicks,2026-04-14,,,12.5
Scoot Henderson,POR,points,19.5,PrizePicks,2026-04-14,,,13.25
Scoot Henderson,POR,points_assists,19.5,PrizePicks,2026-04-14,,,16.25
Scoot Henderson,POR,points_rebounds,19.5,PrizePicks,2026-04-14,,,14.5
Toumani Camara,POR,points,19.5,PrizePicks,2026-04-14,,,13.5
Toumani Camara,POR,points_assists,19.5,PrizePicks,2026-04-14,,,15.5
Jalen Green,PHX,points_assists,19.5,PrizePicks,2026-04-14,,,21.5
Jordan Goodwin,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,12.5
Jordan Goodwin,PHX,points_rebounds_assists,19.5,PrizePicks,2026-04-14,,,14.5
Donovan Clingan,POR,points_assists,19.5,PrizePicks,2026-04-14,,,16.5
Jalen Green,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,23.5
Mark Williams,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,22.0
Toumani Camara,POR,points_rebounds,19.5,PrizePicks,2026-04-14,,,19.0
Deni Avdija,POR,rebounds_assists,19.5,PrizePicks,2026-04-14,,,13.0
Robert Williams,POR,points_rebounds_assists,19.5,PrizePicks,2026-04-14,,,14.25
Grayson Allen,PHX,points_assists,19.5,PrizePicks,2026-04-14,,,13.0
Grayson Allen,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,13.5
Robert Williams,POR,points_rebounds,19.5,PrizePicks,2026-04-14,,,12.5
Collin Gillespie,PHX,points_assists,19.5,PrizePicks,2026-04-14,,,17.0
Collin Gillespie,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,17.0
Shaedon Sharpe,POR,points_assists,19.5,PrizePicks,2026-04-14,,,13.0
Shaedon Sharpe,POR,points_rebounds,19.5,PrizePicks,2026-04-14,,,13.5
Royce O'Neale,PHX,points_rebounds_assists,19.5,PrizePicks,2026-04-14,,,13.5
Royce O'Neale,PHX,points_rebounds,19.5,PrizePicks,2026-04-14,,,10.5
Dillon Brooks,PHX,points_assists,18.5,PrizePicks,2026-04-14,,,21.5
Toumani Camara,POR,points_rebounds,18.5,PrizePicks,2026-04-14,,,19.0
Jalen Green,PHX,points,18.5,PrizePicks,2026-04-14,,,18.5
Toumani Camara,POR,points_rebounds_assists,18.5,PrizePicks,2026-04-14,,,21.5
Grayson Allen,PHX,points_rebounds_assists,18.5,PrizePicks,2026-04-14,,,16.5
Shaedon Sharpe,POR,points_rebounds_assists,18.5,PrizePicks,2026-04-14,,,15.5
Jrue Holiday,POR,points_assists,18.5,PrizePicks,2026-04-14,,,22.75
Scoot Henderson,POR,points_rebounds_assists,18.0,PrizePicks,2026-04-14,,,21.5
Deni Avdija,POR,rebounds_assists,17.5,PrizePicks,2026-04-14,,,13.0
Donovan Clingan,POR,points,17.5,PrizePicks,2026-04-14,,,13.25
Jrue Holiday,POR,points,17.5,PrizePicks,2026-04-14,,,16.5
Mark Williams,PHX,points,17.5,PrizePicks,2026-04-14,,,10.5
Scoot Henderson,POR,points,17.5,PrizePicks,2026-04-14,,,13.25
Toumani Camara,POR,points,17.5,PrizePicks,2026-04-14,,,13.5
Donovan Clingan,POR,rebounds_assists,17.5,PrizePicks,2026-04-14,,,13.5
Deni Avdija,POR,fga,17.5,PrizePicks,2026-04-14,,,17.5
Toumani Camara,POR,points_rebounds_assists,17.5,PrizePicks,2026-04-14,,,21.5
Scoot Henderson,POR,points_assists,17.5,PrizePicks,2026-04-14,,,16.25
Scoot Henderson,POR,fantasy_score_pp,17.5,PrizePicks,2026-04-14,,,21.5
Robert Williams,POR,points_rebounds_assists,17.5,PrizePicks,2026-04-14,,,14.25
Jalen Green,PHX,points_assists,17.5,PrizePicks,2026-04-14,,,21.5
Jrue Holiday,POR,points_rebounds,17.5,PrizePicks,2026-04-14,,,22.75
Dillon Brooks,PHX,points,16.5,PrizePicks,2026-04-14,,,19.5
Jrue Holiday,POR,points,16.5,PrizePicks,2026-04-14,,,16.5
Jalen Green,PHX,points,16.5,PrizePicks,2026-04-14,,,18.5
Shaedon Sharpe,POR,points_rebounds_assists,16.5,PrizePicks,2026-04-14,,,15.5
Grayson Allen,PHX,points_rebounds,16.5,PrizePicks,2026-04-14,,,13.5
Jordan Goodwin,PHX,fantasy_score_pp,16.0,PrizePicks,2026-04-14,,,21.5
Grayson Allen,PHX,fantasy_score_pp,16.0,PrizePicks,2026-04-14,,,20.5
Toumani Camara,POR,points_assists,15.5,PrizePicks,2026-04-14,,,15.5
Dillon Brooks,PHX,points,15.5,PrizePicks,2026-04-14,,,19.5
Jalen Green,PHX,points,15.5,PrizePicks,2026-04-14,,,18.5
Jordan Goodwin,PHX,points_rebounds_assists,15.5,PrizePicks,2026-04-14,,,14.5
Jalen Green,PHX,fga,15.5,PrizePicks,2026-04-14,,,15.5
Robert Williams,POR,points_rebounds_assists,15.5,PrizePicks,2026-04-14,,,14.25
Toumani Camara,POR,points_rebounds,15.5,PrizePicks,2026-04-14,,,19.0
Scoot Henderson,POR,points_assists,15.0,PrizePicks,2026-04-14,,,16.25
Dillon Brooks,PHX,points,14.5,PrizePicks,2026-04-14,,,19.5
Donovan Clingan,POR,points,14.5,PrizePicks,2026-04-14,,,13.25
Donovan Clingan,POR,rebounds,14.5,PrizePicks,2026-04-14,,,12.0
Jalen Green,PHX,points,14.5,PrizePicks,2026-04-14,,,18.5
Jordan Goodwin,PHX,points_assists,14.5,PrizePicks,2026-04-14,,,10.5
Jrue Holiday,POR,points,14.5,PrizePicks,2026-04-14,,,16.5
Mark Williams,PHX,points,14.5,PrizePicks,2026-04-14,,,10.5
Mark Williams,PHX,points_assists,14.5,PrizePicks,2026-04-14,,,12.5
Scoot Henderson,POR,points,14.5,PrizePicks,2026-04-14,,,13.25
Scoot Henderson,POR,points_assists,14.5,PrizePicks,2026-04-14,,,16.25
Scoot Henderson,POR,points_rebounds,14.5,PrizePicks,2026-04-14,,,14.5
Scoot Henderson,POR,points_rebounds_assists,14.5,PrizePicks,2026-04-14,,,21.5
Toumani Camara,POR,points,14.5,PrizePicks,2026-04-14,,,13.5
Toumani Camara,POR,points_rebounds,14.5,PrizePicks,2026-04-14,,,19.0
Jordan Goodwin,PHX,points_rebounds,14.5,PrizePicks,2026-04-14,,,12.5
Deni Avdija,POR,rebounds_assists,14.5,PrizePicks,2026-04-14,,,13.0
Devin Booker,PHX,rebounds_assists,14.5,PrizePicks,2026-04-14,,,10.25
Jordan Goodwin,PHX,points_rebounds_assists,14.5,PrizePicks,2026-04-14,,,14.5
Jrue Holiday,POR,rebounds_assists,14.5,PrizePicks,2026-04-14,,,11.25
Mark Williams,PHX,points_rebounds,14.5,PrizePicks,2026-04-14,,,22.0
Grayson Allen,PHX,points,14.5,PrizePicks,2026-04-14,,,10.0
Grayson Allen,PHX,points_rebounds_assists,14.5,PrizePicks,2026-04-14,,,16.5
Shaedon Sharpe,POR,points,14.5,PrizePicks,2026-04-14,,,11.0
Shaedon Sharpe,POR,points_rebounds_assists,14.5,PrizePicks,2026-04-14,,,15.5
Grayson Allen,PHX,points_assists,14.5,PrizePicks,2026-04-14,,,13.0
Royce O'Neale,PHX,points,14.5,PrizePicks,2026-04-14,,,8.25
Grayson Allen,PHX,points_rebounds,14.5,PrizePicks,2026-04-14,,,13.5
Royce O'Neale,PHX,points_rebounds,14.5,PrizePicks,2026-04-14,,,10.5
Robert Williams,POR,points_rebounds,14.5,PrizePicks,2026-04-14,,,12.5
Dillon Brooks,PHX,points_assists,14.5,PrizePicks,2026-04-14,,,21.5
Oso Ighodaro,PHX,points_rebounds,14.5,PrizePicks,2026-04-14,,,10.5
Oso Ighodaro,PHX,points_rebounds_assists,14.5,PrizePicks,2026-04-14,,,10.5
Collin Gillespie,PHX,points_assists,14.5,PrizePicks,2026-04-14,,,17.0
Collin Gillespie,PHX,points_rebounds,14.5,PrizePicks,2026-04-14,,,17.0
Shaedon Sharpe,POR,points_assists,14.5,PrizePicks,2026-04-14,,,13.0
Shaedon Sharpe,POR,points_rebounds,14.5,PrizePicks,2026-04-14,,,13.5
Royce O'Neale,PHX,points_assists,14.5,PrizePicks,2026-04-14,,,14.5
Royce O'Neale,PHX,points_rebounds_assists,14.5,PrizePicks,2026-04-14,,,13.5
Collin Gillespie,PHX,points_rebounds_assists,14.0,PrizePicks,2026-04-14,,,10.5
Donovan Clingan,POR,points_assists,13.5,PrizePicks,2026-04-14,,,16.5
Donovan Clingan,POR,rebounds,13.5,PrizePicks,2026-04-14,,,12.0
Toumani Camara,POR,points,13.5,PrizePicks,2026-04-14,,,13.5
Jrue Holiday,POR,points,13.5,PrizePicks,2026-04-14,,,16.5
Toumani Camara,POR,points_assists,13.5,PrizePicks,2026-04-14,,,15.5
Donovan Clingan,POR,rebounds_assists,13.5,PrizePicks,2026-04-14,,,13.5
Grayson Allen,PHX,points,13.5,PrizePicks,2026-04-14,,,10.0
Grayson Allen,PHX,points_rebounds_assists,13.5,PrizePicks,2026-04-14,,,16.5
Scoot Henderson,POR,points_rebounds,13.5,PrizePicks,2026-04-14,,,14.5
Grayson Allen,PHX,points_assists,13.5,PrizePicks,2026-04-14,,,13.0
Deni Avdija,POR,rebounds_assists,13.0,PrizePicks,2026-04-14,,,13.0
Robert Williams,POR,points_rebounds_assists,13.0,PrizePicks,2026-04-14,,,14.25
Mark Williams,PHX,points_assists,12.5,PrizePicks,2026-04-14,,,12.5
Donovan Clingan,POR,rebounds,12.5,PrizePicks,2026-04-14,,,12.0
Deni Avdija,POR,rebounds_assists,12.5,PrizePicks,2026-04-14,,,13.0
Donovan Clingan,POR,rebounds_assists,12.5,PrizePicks,2026-04-14,,,13.5
Jordan Goodwin,PHX,points_rebounds,12.5,PrizePicks,2026-04-14,,,12.5
Jordan Goodwin,PHX,points_rebounds_assists,12.5,PrizePicks,2026-04-14,,,14.5
Jrue Holiday,POR,rebounds_assists,12.5,PrizePicks,2026-04-14,,,11.25
Grayson Allen,PHX,points_assists,12.5,PrizePicks,2026-04-14,,,13.0
Grayson Allen,PHX,points_rebounds,12.5,PrizePicks,2026-04-14,,,13.5
Shaedon Sharpe,POR,points,12.5,PrizePicks,2026-04-14,,,11.0
Shaedon Sharpe,POR,points_rebounds,12.5,PrizePicks,2026-04-14,,,13.5
Robert Williams,POR,points_rebounds,12.5,PrizePicks,2026-04-14,,,12.5
Devin Booker,PHX,rebounds_assists,12.5,PrizePicks,2026-04-14,,,10.25
Royce O'Neale,PHX,points_rebounds_assists,12.5,PrizePicks,2026-04-14,,,13.5
Grayson Allen,PHX,points_rebounds_assists,12.5,PrizePicks,2026-04-14,,,16.5
Donovan Clingan,POR,points,12.0,PrizePicks,2026-04-14,,,13.25
Scoot Henderson,POR,points,12.0,PrizePicks,2026-04-14,,,13.25
Toumani Camara,POR,fga,12.0,PrizePicks,2026-04-14,,,12.0
Deni Avdija,POR,rebounds_assists,11.5,PrizePicks,2026-04-14,,,13.0
Donovan Clingan,POR,rebounds_assists,11.5,PrizePicks,2026-04-14,,,13.5
Jordan Goodwin,PHX,points,11.5,PrizePicks,2026-04-14,,,6.75
Jrue Holiday,POR,points,11.5,PrizePicks,2026-04-14,,,16.5
Mark Williams,PHX,rebounds,11.5,PrizePicks,2026-04-14,,,8.5
Mark Williams,PHX,rebounds_assists,11.5,PrizePicks,2026-04-14,,,9.5
Toumani Camara,POR,points,11.5,PrizePicks,2026-04-14,,,13.5
Donovan Clingan,POR,rebounds,11.5,PrizePicks,2026-04-14,,,12.0
Devin Booker,PHX,rebounds_assists,11.5,PrizePicks,2026-04-14,,,10.25
Donovan Clingan,POR,points_assists,11.5,PrizePicks,2026-04-14,,,16.5
Jalen Green,PHX,rebounds_assists,11.5,PrizePicks,2026-04-14,,,8.0
Jrue Holiday,POR,rebounds_assists,11.5,PrizePicks,2026-04-14,,,11.25
Scoot Henderson,POR,points_rebounds,11.5,PrizePicks,2026-04-14,,,14.5
Toumani Camara,POR,points_assists,11.5,PrizePicks,2026-04-14,,,15.5
Robert Williams,POR,points_rebounds_assists,11.5,PrizePicks,2026-04-14,,,14.25
Grayson Allen,PHX,points_assists,11.5,PrizePicks,2026-04-14,,,13.0
Scoot Henderson,POR,points_assists,11.5,PrizePicks,2026-04-14,,,16.25
Royce O'Neale,PHX,points,11.5,PrizePicks,2026-04-14,,,8.25
Grayson Allen,PHX,points_rebounds,11.5,PrizePicks,2026-04-14,,,13.5
Oso Ighodaro,PHX,points_rebounds,11.5,PrizePicks,2026-04-14,,,10.5
Shaedon Sharpe,POR,points_rebounds_assists,11.5,PrizePicks,2026-04-14,,,15.5
Shaedon Sharpe,POR,points_assists,11.5,PrizePicks,2026-04-14,,,13.0
Jrue Holiday,POR,rebounds_assists,11.0,PrizePicks,2026-04-14,,,11.25
